number_of_elements,wtd_gmean_atomic_radius,wtd_gmean_atomic_mass,wtd_std_atomic_mass,gmean_atomic_mass,entropy_atomic_mass,std_fie,wtd_gmean_Density,wtd_mean_Valence,wtd_mean_Valence,wtd_mean_fie,critical_temp
5,89.98489386,36.38872147,52.44665861,73.30718581,1.419515338,296.6793245,67.37885695,2.061538462,2.061538462,1001.838462,68
7,86.55124787,36.11583231,64.1411478,70.47349817,1.671335658,234.4069338,64.73937308,2.388,2.388,1006.049467,54.8
7,86.55968671,36.10961206,64.14106612,70.47349817,1.671335658,234.4069338,64.72822126,2.389333333,2.389333333,1006.068267,48.5
7,86.57656686,36.09717477,64.14089783,70.47349817,1.671335658,234.4069338,64.70592337,2.392,2.392,1006.105867,33.8
7,86.59345031,36.08474177,64.14072296,70.47349817,1.671335658,234.4069338,64.68363317,2.394666667,2.394666667,1006.143467,30.9
7,86.61033705,36.07231305,64.14054151,70.47349817,1.671335658,234.4069338,64.66135064,2.397333333,2.397333333,1006.181067,26.1
7,86.5536911,36.11479532,64.14083564,71.01747287,1.674966314,234.4124187,64.74936669,2.392,2.392,1006.0656,50.7
7,86.55913225,36.11116671,64.14063865,71.01747287,1.674966314,234.4124187,64.74878663,2.394666667,2.394666667,1006.083067,48.6
7,86.56457373,36.10753847,64.14044108,71.01747287,1.674966314,234.4124187,64.74820657,2.397333333,2.397333333,1006.100533,43
7,86.57545772,36.10028307,64.14004415,71.01747287,1.674966314,234.4124187,64.74704647,2.402666667,2.402666667,1006.135467,38.8
7,86.58634308,36.09302913,64.13964487,71.01747287,1.674966314,234.4124187,64.7458864,2.408,2.408,1006.1704,35.8
5,92.90227224,34.04054112,50.2565512,64.5702746,1.327464648,295.5415436,80.84059313,2,2,994.51,127
5,86.45733859,36.12617465,64.19630382,59.50608142,1.311510373,276.0631478,64.62288119,2.4,2.4,1005.866667,92.4
4,88.96303815,42.60541747,75.21947997,73.08837625,1.125848179,315.7247644,67.47472444,2.181818182,2.181818182,982.4,92.1
5,89.16557027,38.24320797,67.89734704,64.81266197,1.323286609,293.2861361,68.89966317,2.133333333,2.133333333,984.4666667,108.7
6,94.13842411,38.3317672,55.02249218,70.84609544,1.572844692,277.2573258,86.94323758,2.1375,2.1375,999.13125,41.3
6,94.00193751,38.55318773,55.65212496,70.84609544,1.572844692,277.2573258,87.87063573,2.15,2.15,999.0325,49.7
6,93.86564879,38.77588729,56.26741012,70.84609544,1.572844692,277.2573258,88.80792616,2.1625,2.1625,998.93375,47.1
6,93.72955767,38.99987325,56.86881337,70.84609544,1.572844692,277.2573258,89.75521439,2.175,2.175,998.835,49.7
6,93.59366386,39.22515305,57.45677061,70.84609544,1.572844692,277.2573258,90.71260708,2.1875,2.1875,998.73625,48.8
6,93.45796708,39.45173416,58.03169054,70.84609544,1.572844692,277.2573258,91.68021199,2.2,2.2,998.6375,51.8
6,93.32246704,39.6796241,58.59395691,70.84609544,1.572844692,277.2573258,92.65813806,2.2125,2.2125,998.53875,49.7
4,92.70469243,36.41080411,44.57692935,59.35667247,1.199540745,311.7434923,81.29843377,2.080997894,2.080997894,987.2292726,12.3
4,92.39541385,36.25911108,44.54179718,59.35667247,1.199540745,311.7434923,79.64744708,2.080586671,2.080586671,988.8837054,26
4,91.71810242,35.92735,44.46153392,59.35667247,1.199540745,311.7434923,76.12965767,2.079681275,2.079681275,992.5262948,54.1
4,91.48273355,35.81220418,44.43255651,59.35667247,1.199540745,311.7434923,74.93808669,2.079365079,2.079365079,993.7984127,58.4
4,90.92780348,35.54101697,44.36197801,59.35667247,1.199540745,311.7434923,72.19037456,2.078616352,2.078616352,996.8106918,80.7
4,90.83665521,35.49651334,44.35007864,59.35667247,1.199540745,311.7434923,71.74722758,2.078492936,2.078492936,997.3072214,82.6
4,90.65548638,35.40808977,44.32616738,59.35667247,1.199540745,311.7434923,70.87317536,2.078247261,2.078247261,998.2956182,88.1
4,101.4417415,40.74710523,45.21880534,59.35667247,1.199540745,311.7434923,141.3285482,2.092081031,2.092081031,942.6395948,93.2
4,89.68519077,34.93526616,44.19212522,59.35667247,1.199540745,311.7434923,66.34216896,2.076923077,2.076923077,1003.623077,94.3
6,144.7495886,56.38317502,37.74020458,47.68603542,1.546829178,270.5843122,1557.519509,2.214285714,2.214285714,748.9428571,25
6,150.2826937,63.46578538,29.50316546,57.35096716,1.616543056,279.9636941,1805.216033,2.425,2.425,737.01375,20
7,144.4746352,55.42870366,37.89442009,46.51656323,1.710311153,257.0643047,1522.55401,2.192857143,2.192857143,748.3857143,36
7,145.9716418,57.23664895,41.57202144,46.51656323,1.710311153,257.0643047,1554.269685,2.192857143,2.192857143,745.0642857,55
4,152.6287035,73.1132338,46.28261861,66.98998734,1.178059558,325.5704638,1898.134268,2.142857143,2.142857143,726.3714286,98.7
4,152.4048163,73.13889452,46.33743802,66.98998734,1.178059558,325.5704638,1907.535908,2.15,2.15,726.5785714,98.6
4,152.1812574,73.16456425,46.39214007,66.98998734,1.178059558,325.5704638,1916.984115,2.157142857,2.157142857,726.7857143,98.3
4,151.9580264,73.19024299,46.44672517,66.98998734,1.178059558,325.5704638,1926.47912,2.164285714,2.164285714,726.9928571,94
4,151.735123,73.21593073,46.50119373,66.98998734,1.178059558,325.5704638,1936.021154,2.171428571,2.171428571,727.2,96.1
4,151.5125464,73.2416275,46.55554616,66.98998734,1.178059558,325.5704638,1945.610452,2.178571429,2.178571429,727.4071429,97.4
6,86.42996342,36.42888302,64.51278749,68.63554426,1.545564222,267.3843514,65.25590949,2.413333333,2.413333333,1005.538,90
6,86.40259692,36.73412784,64.82086479,68.63554426,1.545564222,267.3843514,65.89513877,2.426666667,2.426666667,1005.209333,81
6,86.37523909,37.04193037,65.12065501,68.63554426,1.545564222,267.3843514,66.54062977,2.44,2.44,1004.880667,78
6,86.34788991,37.35231203,65.41227211,68.63554426,1.545564222,267.3843514,67.19244383,2.453333333,2.453333333,1004.552,71
6,86.3205494,37.66529445,65.69582491,68.63554426,1.545564222,267.3843514,67.85064287,2.466666667,2.466666667,1004.223333,60
4,91.68972714,35.9134645,44.45807045,59.35667247,1.199540745,311.7434923,75.98517057,2.079643198,2.079643198,992.6794839,59.4
4,91.8795765,36.00638805,44.48108783,59.35667247,1.199540745,311.7434923,76.95627049,2.079897731,2.079897731,991.655449,57.7
4,88.824326,34.51238532,42.22697993,59.35667247,1.199540745,311.7434923,71.23723588,2.066666667,2.066666667,1007.013333,80.2
5,86.45733859,36.12617465,64.19630382,59.50608142,1.311510373,276.0631478,64.62288119,2.4,2.4,1005.866667,86.4
4,88.824326,34.51238532,42.22697993,59.35667247,1.199540745,311.7434923,71.23723588,2.066666667,2.066666667,1007.013333,80.1
4,91.29529847,35.71800334,43.42820248,59.35667247,1.199540745,311.7434923,79.56054562,2.074074074,2.074074074,994.0444444,94.2
4,91.29529847,35.71800334,43.42820248,59.35667247,1.199540745,311.7434923,79.56054562,2.074074074,2.074074074,994.0444444,94.8
5,86.45733859,36.12617465,64.19630382,59.50608142,1.311510373,276.0631478,64.62288119,2.4,2.4,1005.866667,93.7
4,88.824326,34.51238532,42.22697993,59.35667247,1.199540745,311.7434923,71.23723588,2.066666667,2.066666667,1007.013333,81.8
4,84.19062948,41.06550281,79.82305167,98.76174028,1.179080433,303.3617426,40.71830222,2.45,2.45,1030.785,12
4,128.1031981,65.41137811,51.41685062,59.31009613,1.197273033,314.5059658,807.8067119,2.4625,2.4625,785.37125,38.2
5,128.1031981,65.25440253,51.49966926,49.61831678,1.371963654,282.005695,804.5014139,2.4625,2.4625,785.352,30
5,128.1031981,65.09780366,51.58216835,49.61831678,1.371963654,282.005695,801.2096402,2.4625,2.4625,785.33275,15.9
5,128.1119134,65.39838923,51.42305324,59.1862407,1.445794601,282.0370855,807.7949574,2.4625,2.4625,785.34925,32.1
5,128.1206293,65.38540293,51.42925226,59.1862407,1.445794601,282.0370855,807.7832031,2.4625,2.4625,785.32725,28
5,128.1293459,65.3724192,51.43544766,59.1862407,1.445794601,282.0370855,807.771449,2.4625,2.4625,785.30525,21.9
5,128.138063,65.35943806,51.44163946,59.1862407,1.445794601,282.0370855,807.759695,2.4625,2.4625,785.28325,16.1
5,86.45733859,36.12617465,64.19630382,59.50608142,1.311510373,276.0631478,64.62288119,2.4,2.4,1005.866667,85.1
5,86.74593026,36.54855514,65.12612068,59.50608142,1.311510373,276.0631478,66.80717209,2.417218543,2.417218543,1003.860265,89
4,85.29886419,39.42202324,71.83503983,65.68635754,1.100637313,289.6985589,61.82869122,2.545454545,2.545454545,1011.581818,12.5
5,86.31772074,35.75136937,64.14749096,59.50608142,1.311510373,276.0631478,64.1689101,2.4,2.4,1006.405333,79.5
4,90.18855475,36.59417676,52.57294242,69.01608234,1.163801064,319.2888269,69.73401561,2.076923077,2.076923077,999.9,83.8
5,144.6829681,73.67590394,68.27767127,59.50608142,1.311510373,276.0631478,1814.768131,2.75,2.75,737.0375,63
6,144.8975468,73.10705067,67.13209808,66.16108143,1.55006433,254.1024378,1811.985048,2.7125,2.7125,739.09125,60
6,145.1124436,72.54258953,65.94454128,66.16108143,1.55006433,254.1024378,1809.206234,2.675,2.675,741.145,58
6,145.3276592,71.9824866,64.71268957,66.16108143,1.55006433,254.1024378,1806.43168,2.6375,2.6375,743.19875,53
6,145.7590484,70.87522106,62.10546457,66.16108143,1.55006433,254.1024378,1800.895332,2.5625,2.5625,747.30625,45
6,145.975223,70.32799192,60.72392939,66.16108143,1.55006433,254.1024378,1798.133524,2.525,2.525,749.36,34
6,124.9311024,76.08217373,73.53448435,65.84767502,1.502889675,444.8295654,621.5007586,2.142857143,2.142857143,845.1457143,98.5
5,88.68815325,34.42816772,42.90884852,67.0835004,1.440063663,280.0213878,66.72063817,2.172307692,2.172307692,1005.772154,34.5
4,91.11123929,35.63061417,44.38566187,59.35667247,1.199540745,311.7434923,73.08915572,2.078864353,2.078864353,995.8129338,63
5,89.98484986,35.08559624,44.23647396,60.51522055,1.453747136,282.3952592,67.69932031,2.07733952,2.07733952,1002.320727,80
5,85.74467308,35.71466483,63.9461366,59.50608142,1.311510373,276.0631478,61.24943965,2.394373603,2.394373603,1010.188208,70
5,85.73813459,35.71089541,63.94380035,59.50608142,1.311510373,276.0631478,61.21919289,2.394321767,2.394321767,1010.228023,78
5,85.72506426,35.70336074,63.93912796,59.50608142,1.311510373,276.0631478,61.158768,2.394218134,2.394218134,1010.307622,82
5,85.69242717,35.68454833,63.92744769,59.50608142,1.311510373,276.0631478,61.00810503,2.393959291,2.393959291,1010.506435,86
5,85.65984531,35.66577049,63.91576839,59.50608142,1.311510373,276.0631478,60.8580102,2.393700787,2.393700787,1010.704987,88
5,85.62731854,35.64702715,63.90409009,59.50608142,1.311510373,276.0631478,60.70848076,2.393442623,2.393442623,1010.903279,89
5,85.59484673,35.6283182,63.89241281,59.50608142,1.311510373,276.0631478,60.55951397,2.393184797,2.393184797,1011.101311,86
5,85.56242974,35.60964355,63.88073656,59.50608142,1.311510373,276.0631478,60.41110711,2.392927308,2.392927308,1011.299083,84
5,85.53006743,35.59100312,63.86906137,59.50608142,1.311510373,276.0631478,60.26325747,2.392670157,2.392670157,1011.496597,81
4,89.41663624,36.26706231,49.95514754,66.98998734,1.178059558,325.5704638,68.85916073,2.080769231,2.080769231,997.2807692,91.9
4,89.27539169,36.28077037,50.04581723,66.98998734,1.178059558,325.5704638,69.22653242,2.088461538,2.088461538,997.5038462,67.1
4,89.13437025,36.2944836,50.1362665,66.98998734,1.178059558,325.5704638,69.59586408,2.096153846,2.096153846,997.7269231,43.8
4,89.06394308,36.30134216,50.18140886,66.98998734,1.178059558,325.5704638,69.78126817,2.1,2.1,997.8384615,33.8
4,88.92325565,36.31506317,50.27152976,66.98998734,1.178059558,325.5704638,70.15355941,2.107692308,2.107692308,998.0615385,7.9
4,89.4873423,36.26021023,49.90972967,66.98998734,1.178059558,325.5704638,68.67620662,2.076923077,2.076923077,997.1692308,93.4
6,87.69311316,33.22683573,54.39519391,73.25986015,1.511455275,253.1602128,67.58740504,2.243478261,2.243478261,1000.613913,110
7,87.61164872,33.13260416,54.40541825,63.88261234,1.623998807,234.4554081,67.27150695,2.250434783,2.250434783,1000.756522,110
7,87.57094489,33.08558864,54.41042485,63.88261234,1.623998807,234.4554081,67.11411202,2.253913043,2.253913043,1000.827826,110
7,87.55060006,33.06210591,54.41290177,63.88261234,1.623998807,234.4554081,67.0355527,2.255652174,2.255652174,1000.863478,110
7,87.1852004,32.64225529,54.4544813,63.88261234,1.623998807,234.4554081,65.63710574,2.286956522,2.286956522,1001.505217,110
6,85.03177234,33.20558907,46.20735475,74.8763832,1.646522493,272.9179695,43.10273169,2.324388086,2.324388086,1027.066382,21
7,84.91988645,33.13410912,46.11192822,81.95434057,1.816724262,262.1565882,42.74546349,2.326470588,2.326470588,1027.763824,21.4
7,84.93661497,33.12674842,46.04397032,81.95434057,1.816724262,262.1565882,42.77514762,2.329411765,2.329411765,1027.704118,18.4
7,84.95334679,33.11938936,45.97588896,81.95434057,1.816724262,262.1565882,42.80485236,2.332352941,2.332352941,1027.644412,18
7,84.9700819,33.11203193,45.90768361,81.95434057,1.816724262,262.1565882,42.83457773,2.335294118,2.335294118,1027.584706,13.4
7,84.98682032,33.10467614,45.8393537,81.95434057,1.816724262,262.1565882,42.86432374,2.338235294,2.338235294,1027.525,7.8
7,84.9935166,33.10173428,45.81198674,81.95434057,1.816724262,262.1565882,42.87622793,2.339411765,2.339411765,1027.501118,2.9
6,84.04939995,32.98931876,44.70660107,74.22838781,1.651309753,274.6597739,43.82390501,2.323529412,2.323529412,1026.464706,24
7,84.49930536,32.96663405,44.50187411,81.34603542,1.819867821,263.4746443,43.75406708,2.352941176,2.352941176,1026.320588,20.5
7,84.13918898,32.98478057,44.66574798,81.34603542,1.819867821,263.4746443,43.80992852,2.329411765,2.329411765,1026.435882,17.2
7,84.18411947,32.98251171,44.64530418,81.34603542,1.819867821,263.4746443,43.80294194,2.332352941,2.332352941,1026.421471,11.3
7,84.22907394,32.98024301,44.62484886,81.34603542,1.819867821,263.4746443,43.79595648,2.335294118,2.335294118,1026.407059,4.4
6,85.12709816,33.11045611,45.86904829,74.74407845,1.647549491,273.6736058,44.0090153,2.323529412,2.323529412,1027.223529,26
7,85.13639196,33.10413381,45.81106958,81.8302009,1.817408851,262.7257746,43.99581504,2.326470588,2.326470588,1027.183824,25.2
7,85.14568677,33.09781272,45.75300052,81.8302009,1.817408851,262.7257746,43.98261874,2.329411765,2.329411765,1027.144118,22.8
7,79.85684238,30.1042535,39.35996156,81.8302009,1.817408851,262.7257746,31.92961556,2.290625,2.290625,1057.542188,17.6
7,85.16427944,33.08517417,45.6365899,81.8302009,1.817408851,262.7257746,43.956238,2.335294118,2.335294118,1027.064706,12.8
7,85.1735773,33.0788567,45.57824767,81.8302009,1.817408851,262.7257746,43.94305357,2.338235294,2.338235294,1027.025,2.7
4,88.824326,34.51238532,42.22697993,59.35667247,1.199540745,311.7434923,71.23723588,2.066666667,2.066666667,1007.013333,78.8
5,94.57627408,38.96689329,54.42705248,62.82925462,1.355028156,302.922571,96.05979956,2.075,2.075,969.9366667,18
5,93.80465696,38.13080747,53.32755614,62.82925462,1.355028156,302.922571,90.43536538,2.065952185,2.065952185,974.2442704,41
5,93.61489135,37.61726741,52.27063358,62.82925462,1.355028156,302.922571,88.46399302,2.057613169,2.057613169,975.4308642,58
5,94.31173849,37.55731546,51.30277743,62.82925462,1.355028156,302.922571,91.72209964,2.05,2.05,971.8466667,74
5,91.77208444,37.06331087,52.99399977,62.82925462,1.355028156,302.922571,78.96668749,2.063795853,2.063795853,985.3232855,65
5,92.3625836,36.97444715,52.06821388,62.82925462,1.355028156,302.922571,81.40345964,2.056451613,2.056451613,982.2387097,68
5,90.52697045,36.41282428,52.76628686,62.82925462,1.355028156,302.922571,72.56356573,2.06245121,2.06245121,992.2319282,52
5,90.5824475,36.06488355,51.75045281,62.82925462,1.355028156,302.922571,72.18411023,2.054773083,2.054773083,992.0765258,54
5,91.11772969,36.72112726,52.87662122,62.82925462,1.355028156,302.922571,75.5450367,2.063091483,2.063091483,988.9422713,78
5,91.31471302,36.43843593,51.88556188,62.82925462,1.355028156,302.922571,75.86438176,2.055467512,2.055467512,988.0064976,80
5,90.08317764,36.181611,52.68061547,62.82925462,1.355028156,302.922571,70.38927344,2.061967467,2.061967467,994.7173509,48
5,90.13692222,35.83801937,51.66515299,62.82925462,1.355028156,302.922571,70.01907667,2.054347826,2.054347826,994.5689441,45
5,155.4605266,73.42245866,47.77007071,65.97960483,1.411668918,288.7924542,1820.513767,2.228571429,2.228571429,729.1328571,33
5,155.5128888,73.38294728,47.79007658,65.97960483,1.411668918,288.7924542,1820.426398,2.242857143,2.242857143,729.2264286,9.6
6,147.7031138,57.3012984,44.27910244,57.77009168,1.519990651,264.1148156,1398.561612,2.285714286,2.285714286,730,83.5
7,148.0780293,58.62068261,44.10090696,61.43980254,1.716624495,248.3336975,1441.548705,2.314285714,2.314285714,730.7428571,100
4,89.99470314,36.43386213,48.83515284,66.98998734,1.178059558,325.5704638,76.13534649,2.072661217,2.072661217,994.0336966,66
5,89.9860011,36.36037356,48.77185122,77.73110311,1.440996159,307.4295796,75.42846637,2.079747707,2.079747707,994.7152536,56
5,90.07160783,36.33691753,48.72325967,77.73110311,1.440996159,307.4295796,75.22569355,2.086947071,2.086947071,994.864301,48
5,90.31829363,36.3978974,48.69954806,77.73110311,1.440996159,307.4295796,75.87002575,2.094404706,2.094404706,994.1123089,41
4,90.44240356,36.41300147,49.84063093,67.86910795,1.172280292,322.7705871,73.00717357,2.072277836,2.072277836,996.8302591,75
5,90.26343077,36.27703098,49.65798651,78.54610019,1.437777118,305.55964,72.02144558,2.079196515,2.079196515,997.9137082,68
5,90.34397802,36.27654437,49.51743456,78.54610019,1.437777118,305.55964,72.32761759,2.086452217,2.086452217,997.5630957,63
5,90.65504272,36.39554403,49.41311264,78.54610019,1.437777118,305.55964,73.7908455,2.094093804,2.094093804,995.9430805,58
5,90.37556173,36.20830836,49.21351678,78.54610019,1.437777118,305.55964,72.29757856,2.100762919,2.100762919,997.5774723,52
4,90.05798199,36.62576267,52.32489532,69.68934187,1.158346429,315.7090512,75.44314054,2.072118852,2.072118852,1000.562138,88
5,90.14165363,36.58551493,51.94564517,80.22689884,1.429241834,301.032268,75.33425099,2.079350766,2.079350766,1000.033093,76
5,90.21722952,36.54093578,51.56123182,80.22689884,1.429241834,301.032268,75.182455,2.08657384,2.08657384,999.5490297,68
5,90.4001783,36.55301275,51.19181354,80.22689884,1.429241834,301.032268,75.59158733,2.093974771,2.093974771,998.474634,60
5,90.50104999,36.52144932,50.80378659,80.22689884,1.429241834,301.032268,75.56894336,2.101258498,2.101258498,997.85264,50
5,149.0221761,68.3061495,63.90924822,59.50608142,1.311510373,276.0631478,2095.660299,2.6,2.6,723.07,114
6,134.8760228,58.34567036,62.08456899,57.98465554,1.513009822,256.6093058,1070.932159,2.545454545,2.545454545,775.7490909,112
6,87.46386016,33.33988471,54.08189962,57.98465554,1.513009822,256.6093058,65.64458999,2.315789474,2.315789474,1001.446316,92
6,87.62864882,32.84816443,51.55511694,57.98465554,1.513009822,256.6093058,65.32034029,2.315789474,2.315789474,1000.890526,67
6,87.79374795,32.36369639,48.8413082,57.98465554,1.513009822,256.6093058,64.99769222,2.315789474,2.315789474,1000.334737,30
6,87.95915815,31.88637363,45.90731726,57.98465554,1.513009822,256.6093058,64.67663786,2.315789474,2.315789474,999.7789474,15
4,89.38540071,35.84971143,49.30388634,68.45176101,1.168103274,314.899087,73.99216659,2.066666667,2.066666667,1005.6,73.1
5,89.29944273,35.742477,48.91001851,71.91646802,1.432318626,297.5266751,73.84992668,2.066666667,2.066666667,1005.91,73.5
5,87.85073971,33.96779393,41.2428317,71.91646802,1.432318626,297.5266751,71.47325815,2.066666667,2.066666667,1011.18,73.1
4,89.20381451,35.96386185,50.39838467,69.27269554,1.161762834,318.1232348,74.52282843,2.066666667,2.066666667,1004.253333,68.5
5,89.03233029,35.74903186,49.62952399,72.60563358,1.426250092,299.6191142,74.23658375,2.066666667,2.066666667,1004.873333,68.8
5,88.86117573,35.53548516,48.83957027,72.60563358,1.426250092,299.6191142,73.95143855,2.066666667,2.066666667,1005.493333,68.1
5,88.69035019,35.32321408,48.02748271,72.60563358,1.426250092,299.6191142,73.66738859,2.066666667,2.066666667,1006.113333,68.3
4,89.4873423,36.26021023,49.90972967,66.98998734,1.178059558,325.5704638,68.67620662,2.076923077,2.076923077,997.1692308,94
6,93.53022817,35.63460709,54.87158448,78.41975593,1.5341477,273.2329145,82.66137171,2.0375,2.0375,990.1475,143
5,136.8005058,85.85686502,72.51453257,76.29990788,1.386756437,283.3093673,1500.233024,3.058333333,3.058333333,759.8558333,26.95
6,136.969577,85.84462276,72.47647098,90.12286093,1.588257779,259.4364582,1503.938087,3.041666667,3.041666667,760.0608333,30.7
6,137.1388571,85.83238225,72.43837724,90.12286093,1.588257779,259.4364582,1507.6523,3.025,3.025,760.2658333,36.8
6,137.3083465,85.82014349,72.40025129,90.12286093,1.588257779,259.4364582,1511.375686,3.008333333,3.008333333,760.4708333,37.75
6,137.4780453,85.80790647,72.36209308,90.12286093,1.588257779,259.4364582,1515.108267,2.991666667,2.991666667,760.6758333,40.3
6,137.8180724,85.78343767,72.2856797,90.12286093,1.588257779,259.4364582,1522.601107,2.958333333,2.958333333,761.0858333,41
5,136.8005058,85.85686502,72.51453257,76.29990788,1.386756437,283.3093673,1500.233024,3.058333333,3.058333333,759.8558333,29.35
6,136.969577,85.84462276,72.47647098,90.12286093,1.588257779,259.4364582,1503.938087,3.041666667,3.041666667,760.0608333,30.05
6,137.1388571,85.83238225,72.43837724,90.12286093,1.588257779,259.4364582,1507.6523,3.025,3.025,760.2658333,30.9
6,137.3083465,85.82014349,72.40025129,90.12286093,1.588257779,259.4364582,1511.375686,3.008333333,3.008333333,760.4708333,31.05
6,137.4780453,85.80790647,72.36209308,90.12286093,1.588257779,259.4364582,1515.108267,2.991666667,2.991666667,760.6758333,26.85
6,137.8180724,85.78343767,72.2856797,90.12286093,1.588257779,259.4364582,1522.601107,2.958333333,2.958333333,761.0858333,25.2
6,87.923162,35.48448343,48.57265713,70.44669912,1.591756629,278.2041781,67.37488904,2.108292587,2.108292587,1002.06597,48
6,76.2865445,29.79108209,54.21626762,70.44669912,1.591756629,278.2041781,16.78953285,2.134436836,2.134436836,1075.607247,58
6,87.75844134,34.8841274,47.83109141,70.44669912,1.591756629,278.2041781,65.98756474,2.101516193,2.101516193,1003.951099,74
6,88.04259122,34.7736506,47.5141908,70.44669912,1.591756629,278.2041781,67.0564239,2.098817484,2.098817484,1002.75875,80
6,87.69482973,34.34607146,47.06782035,70.44669912,1.591756629,278.2041781,65.10397977,2.094948106,2.094948106,1005.244845,80
6,77.03078768,29.03992194,51.92538787,70.44669912,1.591756629,278.2041781,18.09749782,2.115841297,2.115841297,1072.937822,79
6,163.6501094,79.3097348,42.29149193,69.44017852,1.599062559,283.6404865,3532.376013,2.213333333,2.213333333,681.2253333,58
6,163.4148449,78.03172821,42.38438512,69.44017852,1.599062559,283.6404865,3484.117998,2.206666667,2.206666667,682.0626667,76
6,163.1799187,76.77431558,42.43899131,69.44017852,1.599062559,283.6404865,3436.519265,2.2,2.2,682.9,80
6,162.7110789,74.31995009,42.43383028,69.44017852,1.599062559,283.6404865,3343.263744,2.186666667,2.186666667,684.5746667,79
6,163.7327791,77.07993525,43.35056978,70.83334758,1.588504987,280.336354,3459.357236,2.2,2.2,684.0833333,80
5,89.77087872,34.84864995,44.1922459,38.64204003,1.279381489,299.6133068,66.55523751,2.075268817,2.075268817,1002.880031,91.18
5,90.02685657,34.59166327,44.19198363,38.64204003,1.279381489,299.6133068,67.19460428,2.070336391,2.070336391,1000.664526,89.2
5,90.11182231,34.50694279,44.19169125,38.64204003,1.279381489,299.6133068,67.40777665,2.06870229,2.06870229,999.9305344,88.91
5,90.95170935,33.68472713,44.18336647,38.64204003,1.279381489,299.6133068,69.54060756,2.052631579,2.052631579,992.7120301,86
5,91.77419385,32.9056071,44.16582618,38.64204003,1.279381489,299.6133068,71.67473811,2.037037037,2.037037037,985.7074074,83.79
5,84.1108347,35.28562878,52.66752307,49.61831678,1.371963654,282.005695,52.1898217,2.264285714,2.264285714,1011.430714,29.6
5,84.1108347,34.80447679,52.7955455,49.61831678,1.371963654,282.005695,50.98127533,2.264285714,2.264285714,1011.320714,15.6
9,136.7517642,62.56358787,69.47018047,27.24506408,1.700726991,312.7292119,1422.937673,2.76546091,2.76546091,767.1773629,68.3
9,130.1674294,54.2217933,70.10735638,27.24506408,1.700726991,312.7292119,1150.074901,2.778993435,2.778993435,793.5579869,65.1
9,135.2264837,55.8405921,64.79003811,27.24506408,1.700726991,312.7292119,1143.563262,2.640802795,2.640802795,783.929845,92.9
9,140.2714412,57.95342368,64.78873189,27.24506408,1.700726991,312.7292119,1612.278193,2.62638488,2.62638488,755.2958756,91
9,137.9103861,55.34215135,64.95357124,27.24506408,1.700726991,312.7292119,1497.942541,2.633786125,2.633786125,764.3355821,87.1
9,136.2278178,53.52745752,65.05077209,27.24506408,1.700726991,312.7292119,1420.347655,2.639138241,2.639138241,770.8725314,79.8
4,89.70281877,36.37493577,49.94547554,66.98998734,1.178059558,325.5704638,69.71073066,2.077220077,2.077220077,995.9494208,89
4,89.51748386,36.36567331,50.02922178,66.98998734,1.178059558,325.5704638,69.87389367,2.084876543,2.084876543,996.4179012,87.6
4,89.44653577,36.37256653,50.07457764,66.98998734,1.178059558,325.5704638,70.06061371,2.088734568,2.088734568,996.529784,76.8
4,89.17685087,36.31737714,50.14349366,66.98998734,1.178059558,325.5704638,69.80435957,2.096227868,2.096227868,997.4841416,52.7
4,88.90921626,36.26252525,50.21196889,66.98998734,1.178059558,325.5704638,69.55021713,2.103686636,2.103686636,998.4341014,35.9
4,88.51898188,36.14024531,50.25800895,66.98998734,1.178059558,325.5704638,68.68398047,2.110856269,2.110856269,1000.099235,26.5
4,88.2847958,36.05732309,50.27334805,66.98998734,1.178059558,325.5704638,68.05700058,2.114329268,2.114329268,1001.164024,15.4
6,89.71591605,37.93928437,61.56980661,63.53361237,1.548297114,259.0063604,88.22859226,2.277980257,2.277980257,995.6465462,62
7,89.35515061,37.93876216,61.49090899,53.46942144,1.648218622,402.9649496,87.33513038,2.261534104,2.261534104,1002.35202,68
7,89.22635638,38.12091752,61.4774116,53.46942144,1.648218622,402.9649496,88.25813627,2.242982813,2.242982813,1008.779528,72
7,89.22289831,38.33131614,61.49308292,53.46942144,1.648218622,402.9649496,89.69539642,2.228286904,2.228286904,1013.466977,78
7,88.72141686,38.18964876,61.3717869,53.46942144,1.648218622,402.9649496,87.47087688,2.21500993,2.21500993,1019.753225,73
6,85.66490008,36.79904166,56.6448578,81.27410188,1.609861608,260.5222234,58.91197193,2.222222222,2.222222222,1021.311111,35
6,85.77545258,36.61111844,56.09216177,81.27410188,1.609861608,260.5222234,58.35896692,2.211111111,2.211111111,1021.398889,12
6,85.55449006,36.98792948,57.186535,81.27410188,1.609861608,260.5222234,59.47021717,2.233333333,2.233333333,1021.223333,37
6,154.2849583,73.52134191,47.52103376,88.52416227,1.644455052,282.7733643,1879.391851,2.141630901,2.141630901,730.3373391,94.1
6,154.5025558,73.48451992,47.42382926,88.36774223,1.64482979,283.4197711,1909.624159,2.141630901,2.141630901,730.016309,93.1
6,154.4396879,73.36599151,47.08295325,87.86557783,1.646297882,287.010432,1873.024905,2.141630901,2.141630901,727.7832618,95.3
6,155.3402977,73.66566716,47.86558922,89.13917067,1.643328637,281.9080563,1883.635168,2.141630901,2.141630901,730.7433476,93.1
